date,value
2024-01-19,23294.189136955054
2024-01-22,23789.205499596203
2024-01-23,24044.683382183484
2024-01-24,23537.84893786373
2024-01-25,24364.987253757274
2024-01-26,24550.078823996428
2024-01-29,24531.347769559714
2024-01-30,24685.703065660105
2024-01-31,24707.956008483772
2024-02-01,25767.27957562646
2024-02-02,26168.907645972453
2024-02-05,25887.25541709098
2024-02-06,26580.01940977391
2024-02-07,26942.026598989698
2024-02-08,26680.393655434178
2024-02-09,26956.541424663843
2024-02-12,26301.247804864757
2024-02-13,26222.422036568852
2024-02-14,26433.671917884938
2024-02-15,26608.762739467333
2024-02-16,26549.780343159007
2024-02-20,26412.17897119943
2024-02-21,26307.226589508733
2024-02-22,27330.90554467743
2024-02-23,27458.167369379677
2024-02-26,27559.982537793476
2024-02-27,27529.43234800869
2024-02-28,27567.428083871717
2024-02-29,27690.95409658172
